Nu,Repeat,Side,SolverSeconds,GraphAssemblySeconds,TotalSeconds,Gain,Accepted,Numerr,RelativeResidual,Error
0,1,dual,9.7121226,1.441187,17.1628988,4.42342649085106,1,0,3.61877283806156e-05,
