Nu,Repeat,SolverSeconds,AssemblySeconds,TotalSeconds,Gain,Accepted,Numerr,RelativeResidual,Error
0,1,12.9897061,3.1512487,25.9746121,0.711473226809409,1,0,3.9765301037389e-09,
